date_time,aircraft_code,airline_iata,airline_icao,altitude,callsign,destination_airport_iata,ground_speed,heading,icao_24bit,id,latitude,longitude,number,on_ground,origin_airport_iata,registration,squawk,time,vertical_speed
2024-05-02 14:05:32.243644,B77W,KE,KAL,36000,KAL945,FRA,498,291,71BA02,3505e448,47.6117,16.5907,KE945,0,ICN,HL7202,,1714658726,0
2024-05-02 14:05:32.244882,A388,EK,UAE,40150,UAE37V,DXB,468,181,8964B4,3505e537,40.4614,50.0585,EK216,0,LAX,A6-EVF,,1714658726,256
2024-05-02 14:05:32.246139,B77L,AC,ACA,2450,ACA34,YVR,180,279,C0174D,3505e673,49.1776,-122.9601,AC34,0,SYD,C-FIVK,,1714658725,-320
2024-05-02 14:05:32.247397,AT75,,PTB,12725,,,282,151,E482BC,3505ec89,-21.3885,-46.9715,,0,,PP-PTN,,1714658724,448
2024-05-02 14:05:32.248634,B77W,EK,UAE,36000,UAE6L,MIA,483,219,89617E,3505f163,32.8216,-73.8174,EK213,0,DXB,A6-EGF,,1714658726,0
2024-05-02 14:05:32.249869,B748,KE,KAL,0,KAL035,ATL,8,90,71BE37,3505f1cb,33.6366,-84.4186,KE35,1,ICN,HL7637,,1714658727,0
2024-05-02 14:05:32.251146,B77W,QR,QTR,1825,QTR18M,DOH,170,158,06A2B7,3505f890,25.3705,51.5547,QR726,0,ORD,A7-BES,,1714658725,-832
2024-05-02 14:05:32.252411,A359,OZ,AAR,0,AAR541,FRA,0,270,71C079,3505f8e7,50.0476,8.5771,OZ541,1,ICN,HL8079,,1714658661,0
2024-05-02 14:05:32.253651,B77W,JL,JAL,33000,JAL43,LHR,458,160,867F68,3505fc33,53.7732,-2.7381,JL43,0,HND,JA731J,,1714658726,-64
2024-05-02 14:05:32.254913,B789,UA,UAL,10150,UAL61,SFO,333,55,A31A34,3505fd0c,37.2327,-122.9086,UA61,0,MEL,N29968,,1714658726,-576
2024-05-02 14:05:32.256146,B77W,KE,KAL,34000,KAL925,AMS,488,310,71C210,3505fdbe,43.3928,29.0721,KE925,0,ICN,HL8210,,1714658724,0
2024-05-02 14:05:32.257393,A388,EK,UAE,40125,UAE69T,DXB,573,103,896476,3505ffce,28.7551,42.1637,EK212,0,IAH,A6-EUL,,1714658726,896
2024-05-02 14:05:32.258658,A359,LH,DLH,41000,DLH715,MUC,480,168,3C6705,3506000f,53.2399,10.9543,LH715,0,HND,D-AIXE,,1714658727,64
2024-05-02 14:05:32.259923,A359,OZ,AAR,20000,AAR222,JFK,368,211,71C382,3506002a,41.379,-74.0688,OZ222,0,ICN,HL8382,,1714658724,-64
2024-05-02 14:05:32.261168,GL7T,,,47000,GL7T,,487,297,,350603d0,44.7621,24.2113,,0,,,,1714658726,0
2024-05-02 14:05:32.262436,B789,KE,KAL,37000,KAL913,MAD,445,232,71C393,35060468,43.4739,6.1059,KE913,0,ICN,HL8393,,1714658722,5760
2024-05-02 14:05:32.263679,B748,KE,KAL,27875,KAL081,JFK,506,115,71BE42,3506047c,41.8825,-74.4339,KE81,0,ICN,HL7642,,1714658724,-576
2024-05-02 14:05:32.264908,A388,SQ,SIA,40000,SIA308,LHR,506,288,76CD6D,35060687,48.3061,15.0567,SQ308,0,SIN,9V-SKM,,1714658726,0
2024-05-02 14:05:32.266162,B789,NH,ANA,39000,ANA223,FRA,466,169,86E7BC,3506068e,54.5489,3.2181,NH223,0,HND,JA873A,,1714658727,-128
2024-05-02 14:05:32.267429,A35K,QR,QTR,40025,QTR28E,DOH,506,324,06A12C,350606be,1.2023,75.4964,QR921,0,AKL,A7-ANP,,1714658724,-64
2024-05-02 14:05:32.268673,A359,DL,DAL,40000,DAL27,ICN,482,232,A65449,350606de,49.1959,158.3139,DL27,0,ATL,N507DN,,1714658724,0
2024-05-02 14:05:32.269928,A388,EY,ETD,0,ETD1,JFK,10,306,896463,35060768,40.6407,-73.7743,EY1,1,AUH,A6-APH,,1714658725,0
2024-05-02 14:05:32.271200,A35K,EY,ETD,38000,ETD93C,ORD,505,193,89659C,35060803,45.4124,-84.6567,EY151,0,AUH,A6-XWF,,1714658727,-64
2024-05-02 14:05:32.272451,B77W,CX,CPA,37000,CPA830,JFK,492,105,780A89,3506091d,47.4898,-97.1374,CX830,0,HKG,B-KQU,,1714658727,0
2024-05-02 14:05:32.273685,B77W,EK,UAE,37000,UAE30J,DXB,529,107,89610C,35060968,26.8973,50.6168,EK214,0,MIA,A6-ECE,,1714658727,0
2024-05-02 14:05:32.274964,B77W,NH,ANA,35000,ANA211,LHR,440,152,8691CC,35060c81,56.7011,-5.1393,NH211,0,HND,JA785A,,1714658726,0
2024-05-02 14:05:32.276209,B772,UA,UAL,0,UAL164,DXB,5,30,A9F502,35060f9a,25.2456,55.3649,UA164,1,EWR,N74007,,1714658649,0
2024-05-02 14:05:32.277468,A359,SQ,SIA,39004,SIA32,SFO,525,114,76CD41,3506103c,42.8933,-132.5686,SQ32,0,SIN,9V-SJA,,1714658720,0
2024-05-02 14:05:32.278759,B77L,ET,ETH,0,ETH3516,NLU,0,137,040159,35061113,19.7559,-99.006,ET3516,1,ZAZ,ET-AVQ,,1714658726,0
2024-05-02 14:05:32.279998,B77W,KE,KAL,35000,KAL093,IAD,519,119,71BA03,350612ba,40.349,-81.6307,KE93,0,ICN,HL7203,,1714658727,0
2024-05-02 14:05:32.281227,A359,SQ,SIA,41000,SIA28,SEA,533,116,76CD42,350614ac,51.0991,-132.3562,SQ28,0,SIN,9V-SJB,,1714658725,0
2024-05-02 14:05:32.282490,B77W,JL,JAL,37000,JAL45,CDG,467,158,8682FC,350614c2,58.4187,-5.891,JL45,0,HND,JA741J,,1714658725,0
2024-05-02 14:05:32.283726,B789,AC,ACA,39000,ACA20,YVR,517,105,C01040,350615a2,51.0699,-129.0955,AC20,0,SIN,C-FGDZ,,1714658725,-64
2024-05-02 14:05:32.284961,A388,EK,UAE,36000,UAE30Y,YYZ,485,251,89639D,350617ff,48.8276,-64.5498,EK241,0,DXB,A6-EOD,,1714658726,0
2024-05-02 14:05:32.286219,A359,TK,THY,6375,THY9WC,IST,222,242,4BB0E9,3506180b,40.8882,29.0397,TK80,0,SFO,TC-LGI,,1714658724,-512
2024-05-02 14:05:32.287488,B748,CV,CLX,34000,CLX76TA,VIE,506,306,4D0104,3506181b,44.2092,27.3184,CV7624,0,HKG,LX-VCD,,1714658724,0
2024-05-02 14:05:32.288728,B789,UA,UAL,39000,UAL2,SFO,519,110,A254D8,350619b8,44.4663,-137.7762,UA2,0,SIN,N24974,,1714658720,0
2024-05-02 14:05:32.289963,B789,KL,KLM,39000,KLM868,AMS,484,158,485342,35061b59,61.0132,-2.0076,KL868,0,KIX,PH-BHH,,1714658726,-64
2024-05-02 14:05:32.291236,B789,JL,JAL,38975,JAL407,FRA,475,154,86EB14,35061b9f,59.064,-0.1632,JL407,0,NRT,JA881J,,1714658725,0
2024-05-02 14:05:32.292473,B789,UA,UAL,39000,UAL188,JNB,543,113,A27C78,35061be5,-22.1182,16.479,UA188,0,EWR,N25982,,1714658726,-64
2024-05-02 14:05:32.293710,B77W,EK,UAE,35000,UAE5WR,DXB,536,104,896454,35061f09,27.9034,46.3626,EK236,0,ORD,A6-EQE,,1714658727,-64
2024-05-02 14:05:32.294966,B77W,EK,UAE,35000,UAE220,DXB,528,107,89610E,35061f79,27.3058,48.1061,EK220,0,MCO,A6-ECG,,1714658724,0
2024-05-02 14:05:32.296196,B789,QF,QFA,39000,QFA22,MEL,439,235,7C806D,35061f91,-30.4708,-169.8992,QF22,0,DFW,VH-ZNJ,,1714658728,0
2024-05-02 14:05:32.297693,A359,DL,DAL,3975,DAL158,DTW,254,125,A67F8A,35062073,42.4402,-83.3018,DL158,0,ICN,N518DZ,,1714658724,-896
2024-05-02 14:05:32.298976,B772,OS,AUA,1475,AUA76,VIE,134,114,440081,3506211d,48.1382,16.4861,OS76,0,PVG,OE-LPD,,1714658725,-768
2024-05-02 14:05:32.300235,A359,DL,DAL,40004,DAL201,ATL,445,298,A6745A,350621a8,15.2729,-39.8452,DL201,0,JNB,N515DN,,1714658724,0
2024-05-02 14:05:32.301493,B77W,KE,KAL,11925,KAL037,ORD,346,174,71C008,35062214,42.698,-87.5221,KE37,0,ICN,HL8008,,1714658726,0
2024-05-02 14:05:32.302776,B77W,TK,THY,36000,THY51,IST,480,284,4BB148,35062265,42.0455,33.2078,TK51,0,NRT,TC-LJH,,1714658720,0
2024-05-02 14:05:32.304006,A359,OZ,AAR,38000,AAR501,CDG,482,292,71C383,3506233f,47.8174,16.515,OZ501,0,ICN,HL8383,,1714658725,0
2024-05-02 14:05:32.305488,B788,HY,UZB,33925,UZB101,JFK,500,199,507C59,350623eb,41.8901,-71.3524,HY101,0,TAS,UK78706,,1714658724,-1600
2024-05-02 14:05:32.306846,A359,DL,DAL,41004,DAL200,JNB,533,115,A66935,35062431,-18.8468,8.1895,DL200,0,ATL,N512DN,,1714658724,0
2024-05-02 14:05:32.308126,B772,UA,UAL,37000,UAL1122,CPT,555,133,A92D6D,3506258a,-24.2802,5.6263,UA1122,0,EWR,N69020,,1714658728,0
2024-05-02 14:05:32.309419,B77W,AF,AFR,34000,AFR267,CDG,485,291,3965A8,35062682,48.4199,14.1991,AF267,0,ICN,F-GZNI,,1714658724,-64
2024-05-02 14:05:32.310708,B77W,KE,KAL,36000,KAL917,ZRH,492,295,71C275,35062938,45.2932,18.3141,KE917,0,ICN,HL8275,,1714658726,0
2024-05-02 14:05:32.311961,B77W,KE,KAL,34000,KAL931,FCO,440,258,71C216,35062966,41.4457,42.3905,KE931,0,ICN,HL8216,,1714658728,0
2024-05-02 14:05:32.313206,P28A,,,6000,N47BN,,128,329,A5BEE7,35062a24,40.6992,-112.0922,,0,SLC,N47BN,,1714658726,128
2024-05-02 14:05:32.314475,B77W,NH,ANA,19750,ANA110,JFK,440,98,86951C,35062a5a,40.9405,-74.3621,NH110,0,HND,JA793A,,1714658726,-1024
2024-05-02 14:05:32.315724,B77W,TK,THY,5025,THY2AY,IST,205,69,4BB144,35062a88,40.8674,28.7803,TK34,0,IAH,TC-LJD,,1714658725,64
2024-05-02 14:05:32.316979,B789,EY,ETD,23025,ETD6HZ,AUH,450,118,8965F5,35062b26,25.0161,53.1935,EY130,0,IAD,A6-BNG,,1714658725,-2176
2024-05-02 14:05:32.318250,B789,NH,ANA,6350,ANA102,IAD,292,124,86D9F4,35062c0c,38.9968,-77.8179,NH102,0,HND,JA837A,,1714658724,-1152
2024-05-02 14:05:32.319496,A359,TK,THY,0,THY194,IST,12,180,4BB0E3,35062c52,41.263,28.7218,TK194,1,GRU,TC-LGC,,1714658727,0
2024-05-02 14:05:32.320744,B77W,EY,ETD,35000,ETD8TL,AUH,550,88,8962E5,35062f44,26.485,49.0954,EY140,0,YYZ,A6-ETG,,1714658726,0
2024-05-02 14:05:32.322037,B77W,TK,THY,35000,THY10,IST,436,147,4BA953,3506300b,49.1416,21.197,TK10,0,LAX,TC-JJS,,1714658726,0
2024-05-02 14:05:32.323332,A343,LX,SWR,36000,SWR189,ZRH,477,298,4B18FC,35063041,45.4437,24.2448,LX189,0,PVG,HB-JMA,,1714658724,0
2024-05-02 14:05:32.324592,A35K,JL,JAL,22575,JAL6,JFK,465,98,840DF8,35063256,40.9747,-74.6709,JL6,0,HND,JA03WJ,,1714658726,-1024
2024-05-02 14:05:32.325836,B748,KE,KAL,38000,KAL901,CDG,484,292,71BE36,35063320,46.9684,19.6364,KE901,0,ICN,HL7636,,1714658727,0
2024-05-02 14:05:32.327146,B77W,LX,SWR,36000,SWR161,ZRH,481,185,4B1920,350633af,66.2065,10.1167,LX161,0,NRT,HB-JNK,,1714658721,0
2024-05-02 14:05:32.328418,B77W,N4,NWS,25800,NWS556,SVO,424,184,152077,3506361f,56.5336,37.4827,N4556,0,VRA,RA-73847,,1714658724,0
2024-05-02 14:05:32.329664,B77L,CS,CSG,38000,CSG2540,CAN,419,256,781EBC,3506373e,34.7548,134.4489,CSG2540,0,LAX,B-222W,,1714658727,0
2024-05-02 14:05:32.330932,B789,LO,LOT,38000,LOT98,WAW,474,327,48AE24,35063775,48.2505,22.0732,LO98,0,ICN,SP-LSE,,1714658724,15488
2024-05-02 14:05:32.332226,A359,MH,MAS,40000,MAS4,LHR,498,297,750449,35063948,45.8207,23.2173,MH4,0,KUL,9M-MAB,,1714658725,64
2024-05-02 14:05:32.333478,A359,SQ,SIA,41000,SIA23,SIN,516,78,76CCE5,350639a2,40.7356,51.5648,SQ23,0,JFK,9V-SGE,,1714658725,0
2024-05-02 14:05:32.334755,A332,IB,,7500,IBE2624,BCN,276,98,3462C8,350639fb,41.5205,2.1049,IB2624,0,LAX,EC-NEN,,1714658726,-704
2024-05-02 14:05:32.336012,B789,LA,LAN,38000,LAN804,SCL,516,44,E8044E,35063ac7,-37.5663,-74.0286,LA804,0,MEL,CC-BGH,,1714658725,0
2024-05-02 14:05:32.337266,B77L,D0,DHK,34000,DHK521,EMA,504,299,408049,35063cca,46.437,21.4221,D0521,0,HKG,G-DHMA,,1714658724,-320
2024-05-02 14:05:32.338541,B789,EY,ETD,37000,ETD47N,AUH,541,104,89640A,35063d13,26.9242,48.5539,EY4,0,JFK,A6-BLE,,1714658724,-128
2024-05-02 14:05:32.339789,B789,VN,HVN,39975,HVN51,LHR,486,298,88812B,35063e24,45.4249,24.3054,VN51,0,SGN,VN-A871,,1714658722,576
2024-05-02 14:05:32.341044,B788,AM,AMX,39000,AMX007,LHR,441,114,AD6B0E,35063f8a,55.0856,-8.3972,AM7,0,MEX,N964AM,,1714658724,0
2024-05-02 14:05:32.342310,B77W,JL,JAL,0,JAL10,ORD,15,90,867FAC,35064211,41.9714,-87.9022,JL10,1,HND,JA733J,,1714658726,0
2024-05-02 14:05:32.343558,B789,TK,THY,38050,THY904,IST,512,73,4BB194,350643fa,40.8304,24.9743,TK904,0,PTY,TC-LLT,,1714658725,-1344
2024-05-02 14:05:32.345022,A359,SK,SAS,41000,SAS984,CPH,497,173,4ACA65,35064679,70.8632,10.0529,SK984,0,HND,SE-RSE,,1714658726,0
2024-05-02 14:05:32.346426,B77W,NZ,ANZ,36000,ANZ29,AKL,480,222,C81D82,350647b8,-22.9912,-166.9094,NZ29,0,IAH,ZK-OKO,,1714658728,0
2024-05-02 14:05:32.347723,A339,DE,CFG,775,CFG2087,FRA,149,70,3C7A4C,350647c9,50.0367,8.4952,DE2087,0,LAX,D-ANRL,,1714658724,-832
2024-05-02 14:05:32.349003,B788,LA,LAN,5375,LAN602,LAX,201,24,E8043A,350647d2,33.8727,-118.0169,LA602,0,SCL,CC-BBC,,1714658725,-1088
2024-05-02 14:05:32.350274,B748,5X,UPS,36000,UPS11,CGN,496,309,A7F7FC,350648e9,43.6104,28.7138,5X11,0,ICN,N612UP,,1714658724,192
2024-05-02 14:05:32.351542,B789,AC,ACA,38975,ACA56,DXB,574,112,C01049,350649d0,26.7648,34.9443,AC56,0,YYZ,C-FGEI,,1714658727,-64
2024-05-02 14:05:32.352784,B77W,EK,UAE,37000,UAE238,DXB,540,92,89644C,35064a04,27.0659,49.5728,EK238,0,BOS,A6-EPW,,1714658726,128
2024-05-02 14:05:32.354044,B77W,UA,UAL,38000,UAL3903,SFO,534,110,A1C82A,35064a80,39.9804,-126.9164,UA3903,0,HKG,N2138U,,1714658725,0
2024-05-02 14:05:32.355347,A388,EK,UAE,39000,UAE8UW,DXB,565,103,8960FB,35064a8a,28.5229,43.2693,EK202,0,JFK,A6-EDZ,,1714658727,0
2024-05-02 14:05:32.356594,B748,LH,DLH,33220,DLH717,FRA,484,161,3C4B2E,35064ae9,71.7867,1.3168,LH717,0,HND,D-ABYN,,1714658720,0
2024-05-02 14:05:32.357850,A359,OZ,AAR,40000,AAR511,BCN,464,281,71C522,35064b2e,42.4867,29.7256,OZ511,0,ICN,HL8522,,1714658724,0
2024-05-02 14:05:32.359134,B77W,LA,LAN,725,TAM8070,FRA,122,69,E48DF6,35064bca,50.0319,8.5523,LA8070,0,GRU,PT-MUI,,1714658724,0
2024-05-02 14:05:32.360385,B772,KL,KLM,37000,KLM862,AMS,228,154,484415,35064c46,71.7109,-13.632,KL862,0,NRT,PH-BQL,,1714658720,0
2024-05-02 14:05:32.361658,B772,AF,AFR,38000,AFR181,CDG,482,303,3949E4,35064c4f,44.3717,26.2103,AF181,0,SIN,F-GSPE,,1714658727,0
2024-05-02 14:05:32.362934,B77L,KE,KAL,34000,KAL503,LHR,494,302,71C045,35064cc2,43.7877,28.3959,KE503,0,ICN,HL8045,,1714658722,64
2024-05-02 14:05:32.364174,A332,CA,CCA,38000,CCA837,MXP,468,250,780B45,35064e12,60.9237,36.0411,CA837,0,WNZ,B-5932,,1714658726,64
2024-05-02 14:05:32.365424,B789,VS,VIR,38000,VIR251,LHR,500,317,406B49,35064e93,42.7844,29.9898,VS251,0,PVG,G-VNEW,,1714658724,0
2024-05-02 14:05:32.366681,A359,LH,DLH,40000,DLH719,MUC,493,299,3C670C,35064fd5,44.7372,26.087,LH719,0,ICN,D-AIXL,,1714658725,0
2024-05-02 14:05:32.367917,A359,IB,IBE,0,IBE6588,MAD,0,270,346057,35064fe6,40.4905,-3.5667,IB6588,1,BOG,EC-MYX,,1714658659,0
2024-05-02 14:05:32.369148,B77W,LA,LAN,11400,TAM8084,LHR,296,35,E4818C,35065005,51.192,-0.5757,LA8084,0,GRU,PT-MUD,,1714658725,-1280
2024-05-02 14:05:32.370429,A359,CX,CPA,40000,CPA239,LHR,484,311,780ABD,35065055,43.1897,29.3734,CX239,0,HKG,B-LRR,,1714658722,0
2024-05-02 14:05:32.371690,B789,TK,THY,9975,THY67C,ORD,331,248,4BB189,3506517f,42.0931,-87.9951,TK185,0,IST,TC-LLI,,1714658726,-64
2024-05-02 14:05:32.372929,B789,BA,BAW,38000,BAW168,LHR,470,285,406F75,35065249,42.3612,31.6168,BA168,0,PVG,G-ZBKI,,1714658722,64
2024-05-02 14:05:32.374188,B77L,3S,BOX,0,BOX475,FRA,10,118,3C4595,350652f6,50.0366,8.5126,3S475,1,LAX,D-AALU,,1714658726,0
2024-05-02 14:05:32.375432,B789,VS,VIR,21100,VIR355,LHR,405,264,406E0F,35065333,51.7308,1.3506,VS355,0,BOM,G-VBZZ,,1714658725,-2624
2024-05-02 14:05:32.376672,B77L,CA,CAO,35000,CAO8443,ANC,485,97,780D8F,350656aa,64.2851,-168.8835,CA8443,0,CTU,B-2094,,1714658725,0
2024-05-02 14:05:32.377910,B789,QF,QFA,34004,QFA8,SYD,504,229,7C8069,350656b7,-15.511,-156.087,QF8,0,DFW,VH-ZNF,,1714658720,0
2024-05-02 14:05:32.379200,A359,CA,CCA,36850,CCA935,FRA,485,250,781348,3506582d,52.3251,11.715,CA935,0,PVG,B-1086,,1714658724,-1472
2024-05-02 14:05:32.380450,B772,KL,KLM,36000,KLM896,AMS,490,283,48436B,35065a21,42.2424,33.6966,KL896,0,PVG,PH-BQD,,1714658722,0
2024-05-02 14:05:32.381702,A388,SQ,SIA,36000,SIA326,FRA,465,274,76CD75,35065afd,41.5773,40.9499,SQ326,0,SIN,9V-SKU,,1714658727,0
2024-05-02 14:05:32.383042,B77W,PR,PAL,37000,PAL119,MNL,470,189,7583EC,35065c3d,47.9545,145.4278,PR119,0,YYZ,RP-C7779,,1714658726,0
2024-05-02 14:05:32.384331,A359,MU,CES,38000,CES751,FCO,480,195,781602,35065d68,53.7009,13.5708,MU751,0,WNZ,B-305X,,1714658725,0
2024-05-02 14:05:32.385589,A20N,,AZU,22375,,,376,223,E494F6,35065d82,-22.8007,-47.0446,,0,,PR-YYB,,1714658724,-960
2024-05-02 14:05:32.386865,B789,AF,AFR,38000,AFR471,CDG,519,8,39C425,35065db4,36.9881,-5.842,AF471,0,EZE,F-HRBF,,1714658727,-64
2024-05-02 14:05:32.388112,A359,OZ,AAR,38000,AAR521,LHR,455,287,71C078,35065dcc,41.7638,34.5195,OZ521,0,ICN,HL8078,,1714658728,0
2024-05-02 14:05:32.389348,B77W,PR,PAL,35000,PAL112,LAX,518,116,7580F0,35065dff,42.1758,-130.4773,PR112,0,MNL,RP-C7774,,1714658720,0
2024-05-02 14:05:32.390665,A333,PR,PAL,7400,PAL654,RUH,239,195,758339,35065e0d,24.7783,46.9517,PR654,0,MNL,RP-C8765,,1714658726,-1600
2024-05-02 14:05:32.391902,B77L,CZ,CSN,34000,CSN463,FRA,495,227,781940,35065ed9,55.8837,13.7132,CZ463,0,PVG,B-20EM,,1714658726,0
2024-05-02 14:05:32.393142,B772,OZ,AAR,36000,AAR561,FCO,454,275,71BF91,35065f0f,41.269,36.5,OZ561,0,ICN,HL7791,,1714658728,0
2024-05-02 14:05:32.394408,B789,TK,THY,0,THY4YT,IST,7,174,4BB195,35065f8a,41.2705,28.746,TK30,1,EWR,TC-LLU,,1714658727,0
2024-05-02 14:05:32.395651,A359,AZ,ITY,40000,ITY793,FCO,449,234,4CAD49,35065fba,42.326,50.2608,AZ793,0,HND,EI-IFF,,1714658725,0
2024-05-02 14:05:32.396931,B77L,CI,CAL,35000,CAL5314,ORD,496,97,8990EF,35066026,43.3699,-93.3992,CI5314,0,NGO,B-18777,,1714658725,64
2024-05-02 14:05:32.398232,B789,KL,KLM,35975,KLM898,AMS,506,315,485343,350661ab,48.5844,17.5974,KL898,0,PEK,PH-BHI,,1714658722,5568
2024-05-02 14:05:32.399479,B789,KE,KAL,37975,KAL961,BUD,462,288,71BA06,3506623f,41.5305,35.4917,KE961,0,ICN,HL7206,,1714658728,0
2024-05-02 14:05:32.400731,B77L,FX,FDX,40000,FDX9797,HKG,408,268,AC54B1,35066290,22.3289,117.2326,FX9797,0,ANC,N894FD,,1714658727,0
2024-05-02 14:05:32.401981,B789,NZ,ANZ,40000,ANZ23,AKL,460,217,C8281C,3506629b,-18.5953,-168.8466,NZ23,0,YVR,ZK-NZR,,1714658712,-64
2024-05-02 14:05:32.403253,B772,AA,AAL,37000,AAL138,LHR,444,106,AACE5C,350662f3,53.9364,-7.6075,AA138,0,LAX,N796AN,,1714658726,0
2024-05-02 14:05:32.404501,B748,5X,UPS,39100,UPS14,SZX,495,155,A81BC4,3506645f,27.4072,105.8328,5X14,0,CGN,N621UP,,1714658724,0
2024-05-02 14:05:32.405750,A339,DE,CFG,40000,CFG2315,FRA,478,325,3C7A4E,350665da,44.3053,21.106,DE2315,0,MRU,D-ANRN,,1714658724,0
2024-05-02 14:05:32.407039,B789,QF,QFA,38004,QFA96,MEL,465,221,7C806B,35066608,-27.0921,-171.2773,QF96,0,LAX,VH-ZNH,,1714658728,0
2024-05-02 14:05:32.408278,B748,LH,DLH,36000,DLH713,FRA,484,284,3C4B2B,3506666c,42.4909,30.9301,LH713,0,ICN,D-ABYK,,1714658714,-192
